order_num,order_letter,name_en,name_mn,category_en,category_mn,has_detailed_plan,has_approved_funding,has_begun_implementation,is_complete,original_timeline_en,original_timeline_mn,description_en,description_mn,status,status_description_en,status_description_mn,status_2019,tpc_comments
38,,SLP Project 3: Establish herders' market and supply chain for livestock raw materials*,"ТАХ Төсөл 3: Малчны зах, малын гаралтай түүхий эдийн нийлүүлэлтийн сүлжээ бий болгох *",Collective Compensation,Нийтийн нөхөн олговор,N,N,Y,N,Begin to implement Q4 2017,2017 оны 4-р улирлаас хэрэгжүүлж эхлэх,"As part of OT's commitment to ensure that herders indirectly impacted by the mine have access to collective compensation, OT agreed to establish several projects to provide other or increased income streams to herders. One of these projects is the Herders Market Project, which is meant to establish a herders' market and supply chain for livestock raw materials.","Уурхайн нөлөөлөлд шууд бусаар өртсөн малчдыг нийтийн нөхөн олговорт хамруулах үүргийнхээ хүрээнд ОТ малчдад орлогын өөр эх үүсвэр бий болгох буюу тэдний орлогыг нэмэгдүүлэх хэд хэдэн төслийг гүйцэтгэхээр тохирсон. Эдгээрийн нэг нь малчны зах, малын гаралтай түүхий эдийн нийлүүлэлтийн сүлжээ бий болгох зорилготой  Малчны Зах Төсөл юм. ",delayed,"This commitment is DELAYED. In April of 2019, OT contracted a nonprofit, Development Solutions, to assist the TPC with implementing some of the larger collective compensation projects, including this one. This project and the Slaughterline Project (commitment # 42) have been stalled due to questions about who would manage and carry out these projects. Herders have expressed that they want to ensure that the management and ownership structure benefits herders broadly and not just the organization hired to implement the project. With support from Development Solutions, the TPC organized a vote in January 2020 to decide the legal structure for both the Herder's Market and the Slaughterline so that all herders may participate in and benefit from these collective projects. The majority of voting herders chose to create a cooperative in each bagh, which would join to become one cooperative in charge of managing the herders’ market and slaughterhouse.","Энэ үүрэг амлалтын хэрэгжилт ХОЦОРЧ байна. 2019 оны 4 сард ОТ энэ төслийг оролцуулан нийтийн нөхөн олговрын бусад томхон төслүүдийг хэрэгжүүлэхэд ГТЗ-д туслалцаа үзүүлэх гэрээг Хөгжлийн Шийдэл ашгийн бус байгууллагатай байгуулжээ. Төслийг хэн хариуцан удирдаж, хэрэгжүүлэх вэ гэдэг асуудлын улмаас энэ төсөл бас нядалгааны зам төсөл (үүрэг амлалт 42-г үзнэ үү) зогсонги байдалтай байна. Малчид менежментийн болон өмчлөлийн бүтэц нь зөвхөн уг төслийг хэрэгжүүлэхээр гэрээлсэн байгууллагад бус нийт өргөн олон түмэн малчдад үр өгөөжөө өгөхөөр байх ёстой гэж хүсч байгаагаа илэрхийлж байв. Эдгээр нийтийн төслүүдэд бүх малчид оролцон, үр өгөөжийг нь хүртэх боломжийг хангахын тулд  ГТЗ 2020 оны 1 дүгээр сард Хөгжлийн Шийдэл ТББ-ын туслалцаатай Малчны зах, Нядалгааны зам хоёр төслийн хууль ёсны бүтцийг сонгон шийдвэрлэх санал хураалт зохион байгуулав. Санал хураалтанд оролцсон малчдын дийлэнх нь баг тус бүрт нэг нэг хоршоо байгуулах, тэдгээр нь нэгдэн нэг хоршоо болж малчны зах, нядалгааны  газрыг ажиллуулах хувилбарыг сонгожээ. ",not_started,A detailed action plan has been discussed and approved by TPC.
39,,SLP Project 4: Improve herder health services*,ТАХ Төсөл 4: Малчдын эрүүл мэндийн үйлчилгээг сайжруулах *,Collective Compensation,Нийтийн нөхөн олговор,Y,Y,Y,N,Begin to implement Q3 2017,2017 оны 3-р улирлаас хэрэгжүүлж эхлэх,"As part of OT's commitment to ensure that herders indirectly impacted by the mine have access to collective compensation, OT agreed to expand its Healthy Herders project with the Inter-soum hospital to improve health services for herders. OT agreed to develop a project proposal and present it to the TPC for approval.",Уурхайн нөлөөлөлд шууд бусаар өртсөн малчдыг нийтийн нөхөн олговорт хамруулах үүргийнхээ хүрээнд ОТ малчдад үзүүлэх эрүүл мэндийн үйлчилгээг сайжруулахын тулд өөрийн хэрэгжүүлж буй Эрүүл Малчин төслөө сум дундын эмнэлэгтэй хамтран  өргөжүүлэхээр тохирсон. ОТ төслийн саналыг боловсруулан ГТЗ-өөр батлуулахаар оруулна. ,in_progress,"This commitment is IN PROGRESS. This project is to be implemented over 5 years. In 2018, MNT 80 million in financing was approved, of which MNT 32 million was used in 2019 to purchase a mobile trailer for conducting basic medical examinations at bagh centers, to provide better access to herders.","Энэ үүрэг амлалт ХЭРЭГЖИЖ байгаа. Энэ төсөл 5 жилийн хугацаанд хэрэгжинэ. 2018 онд 80 сая төгрөгийн санхүүжилт батлагдсан ба эрүүл мэндийн анхан шатны үзлэгийг малчдад хүртээмжтэй болгох үүднээс  багийн төвд очин, үзлэг хийхэд ашиглах явуулын чиргүүлийг 2019 онд 32 сая төгрөгөөр авчээ. ",in_progress,According to TPC assessment the implementation is 70% i.e. IMPLEMENTATION is going WELL. TPC agreed to get information on project implementation from Inter-soum clinic. It is agreed to re-assess it taking into account the implementation outcome during 2017-2020 as well as the further sustainability of the project.
40,,SLP Project 5: Livestock fodder planting program*,ТАХ Төсөл 5: Малын тэжээл тариалах хөтөлбөр *,Collective Compensation,Нийтийн нөхөн олговор,N,N,N,N,Begin to implement Q4 2017,2017 оны 4-р улирлаас хэрэгжүүлж эхлэх,"As part of OT's commitment to ensure that herders indirectly impacted by the mine have access to collective compensation, OT agreed to establish several projects to provide other or increased income streams to herders. One project involved designing and developing a proposal to plant fodder in Khanbogd soum, to be available for use by herders soum-wide.",Энэ үүрэг амлалтын тухай: Уурхайн нөлөөлөлд шууд бусаар өртсөн малчдыг нийтийн нөхөн олговорт хамруулах үүргийнхээ хүрээнд ОТ малчдад орлогын өөр эх үүсвэр бий болгох буюу тэдний орлогыг нэмэгдүүлэх хэд хэдэн төсөл гүйцэтгэхээр тохирсон. Нэг төслийн хүрээнд Ханбогд сумын нийт малчдад  зориулан тус суманд малын тэжээл тариалах санал боловсруулахаар тогтсон.,not_started,This commitment is NOT STARTED. The original project idea for planting livestock fodder is not moving forward. It was determined that it would be cost-prohibitive to grow fodder in the Gobi Desert. The TPC has reported that it has formed a working group to develop an alternative project proposal. The TPC must consult herders to find another project to replace this one that will provide an equivalent benefit to the herder community. The TPC may also benefit from consulting experts to ensure an alternate plan can be successful in the Gobi Desert environment.,"Энэ үүрэг амлалт ЭХЛЭЭГҮЙ байна. Малын тэжээл тариалах тухай анхны төслийн санаа цааш ахиагүй. Говь цөлд малын тэжээл тариалах нь зардал ихтэй гэж үзсэн. ГТЗ өөр төслийн хувилбар санал боловсруулах ажлын хэсэг байгуулсан хэмээн мэдэгдсэн. ГТЗ үүнийг орлох,  малчин түмэнд дүйцэхүйц үр өгөөж өгөх өөр төсөл бодож олохын тулд малчидтай зөвлөлдөх хэрэгтэй. ГТЗ мөн тэрхүү өөр хувилбар төлөвлөгөөг Говь цөлийн нөхцөлд амжилттай хэрэгжүүлэх явдлыг хангахын тулд мэргэжилтнүүдтэй зөвлөлдвөл үр дүнтэй байх болно. ",delayed,ccording to TPC assessment the IMPLEMENTATION IS NOT STARTED. A working group has been established to develop an alternative project proposal. 
41,,SLP Project 6: Connect deep wells to renewable (solar) energy,ТАХ Төсөл 6: Гүний худгуудыг сэргээгдэх (нарны) эрчим хүчтэй холбох *,Collective Compensation,Нийтийн нөхөн олговор,Y,Y,Y,Y,Begin to implement Q4 2017,2017 оны 4-р улирлаас хэрэгжүүлж эхлэх,"As part of OT's commitment to ensure that herders indirectly impacted by the mine have access to collective compensation, OT agreed to provide support in connecting herders’ deep wells with renewable energy. The parties agreed to design and develop a proposal and to identify the number and location of deep wells to be connected to renewable energy hook-ups.","Уурхайн нөлөөлөлд шууд бусаар өртсөн малчдыг нийтийн нөхөн олговорт хамруулах үүргийнхээ хүрээнд ОТ малчдын гүний худгийг сэргээгдэх эрчим хүчинд холбоход туслалцаа үзүүлэхээр болсон. Талууд нарны эрчим хүчний үүсгүүрт холбох худгуудын байршил, тоог тогтоон, төслийн санал боловсруулахаар тохирсон. ",completed,"This commitment was COMPLETED in September 2018. OT provided MNT 150 million in financing to connect ten deep water wells to solar energy. The soum government conducted a study to determine which wells had the capacity to water the most livestock. A decision was made to distribute the solar hook-ups across the 4 baghs.</p>
<p>Herders benefitting from a solar-powered well spoke of it very positively. However, at least one of the solar connections had begun to malfunction within its first year of use, most likely in connection with the extreme cold weather that is common to the area during winter months. This has raised questions about how the additional maintenance costs of the solar energy connections will be managed and whether their utility for herders will endure over time. The TPC may want to follow-up periodically with herder households using the wells to monitor the success of this commitment.","Энэ үүрэг амлалт 2018 оны 9 сард БИЕЛСЭН. 10 худгийг сэргээгдэх эрчим хүчинд холбоход ОТ 150 сая төгрөгийн санхүүжилт гаргажээ. Аль худаг хамгийн олон тооны мал услах хүчин чадалтайг тодорхойлохын тулд сумын захиргаанаас судалгаа хийж, нарны эрчим хүчний үүсгүүрийг нийт 4 багийн хэмжээнд хуваарилах шийдвэр гаргасан байна. Нарны энергит холбосон худгийн үр өгөөжийг хүртэж буй малчдын сэтгэгдэл өндөр байлаа. Гэвч суурилуулсан нарны эрчим хүчний үүсгүүрээс нэг нь эхний жилдээ эвдэрсэн нь энэ нутагт өвлийн улиралд цаг агаар хэт хүйтэн байдгаас шалтгаалсан бололтой. Эндээс нарны үүсгүүрийн холболтын засвар үйлчилгээний нэмэлт зардлыг хэрхэн зохицуулах, эдгээр тоног төхөөрөмж малчдад урт удаан хугацаагаар ашиглагдах эсэх гэдэг асуулт урган гарч байна. Энэ үүрэг амлалт амжилттай хэрэгжиж буй эсэхийг хянахын тулд ГТЗ тухайн худгийг ашиглаж буй малчин өрхүүдийн санал сэтгэгдлийг үе үе авч байж болох юм. ",in_progress,The inspection conducted in 2019 following the commissioning of the wells concluded that the solar energy equipment of all wells are functioning normally.
42,,SLP Project 7: Build livestock slaughter line,ТАХ Төсөл 7: Мал нядалгааны шугам барьж байгуулах *,Collective Compensation,Нийтийн нөхөн олговор,N,N,Y,N,Begin to implement 2018,2018 онд хэрэгжүүлж эхлэх,"As part of OT's commitment to ensure that herders indirectly impacted by the mine have access to collective compensation, OT agreed to establish several projects to provide other benefits or increased income streams to herders. One of these projects is meant to establish a slaughter line with permanent operation.",Уурхайн нөлөөлөлд шууд бусаар өртсөн малчдыг нийтийн нөхөн олговорт хамруулах үүргийнхээ хүрээнд ОТ малчдад өөр үр өгөөж бий болгох буюу тэдний орлогыг нэмэгдүүлэх хэд хэдэн төсөл гүйцэтгэхээр тохирсон. Эдгээр төслүүдийн нэг нь байнгын ажиллагаатай нядалгааны газар байгуулахад чиглэгдэнэ.,delayed,"This commitment is DELAYED. In April of 2019, OT contracted a nonprofit, Development Solutions, to assist the TPC with implementing some of the larger collective compensation projects, including this one. This project and the Herder Market Project (commitment # 38) have been stalled due to questions about who would manage and carry out these projects. Herders have expressed that they want to ensure that the management and ownership structure benefits herders broadly and not just the organization hired to implement the project.  With support from Development Solutions, the TPC organized a vote in January 2020 to decide the legal structure for both the Herder's Market and the Slaughterhouse so that all herders may participate in and benefit from these collective projects.  The majority of voting herders chose to create a cooperative in each bagh, which would join to become one cooperative in charge of managing the herder’s market and slaughterhouse.","Энэ үүрэг амлалтын хэрэгжилт ХОЦОРЧ БАЙНА. 2019 оны 4 сард ОТ энэ төслийг оролцуулан нийтийн нөхөн олговрын томхон төслүүдийг хэрэгжүүлэхэд ГТЗ-д туслалцаа үзүүлэх гэрээг Хөгжлийн Шийдэл ашгийн бус байгууллагатай байгуулсан. Төслүүдийг хэн удирдаж, хэрэгжүүлэх вэ гэдэг асуудлын улмаас уг төсөл мөн Малчны Зах төсөл (үүрэг амлалт 38-г үзнэ үү) зогссон байгаа. Малчид менежментийн болон өмчлөлийн бүтэц нь зөвхөн уг төслийг хэрэгжүүлэхээр гэрээлсэн байгууллагад бус нийт өргөн олон түмэн малчдад үр өгөөжөө өгөхөөр байх ёстой гэж хүсч байгаагаа илэрхийлж байв. Эдгээр нийтийн төслүүдэд бүх малчид оролцон, үр өгөөжийг нь хүртэх боломжийг хангахын тулд ГТЗ 2020 оны 1-р сард Хөгжлийн Шийдэл ТББ-ын туслалцаатай уг хоёр төслийн хууль ёсны бүтцийг сонгон шийдвэрлэх санал хураалт зохион байгуулав. Санал хураалтанд оролцсон малчдын дийлэнх нь баг тус бүрт нэг нэг хоршоо байгуулах, тэдгээр нь нэгдэн нэг хоршоо болж малчны зах, нядалгааны газрыг ажиллуулах хувилбарыг сонгосон байна.",not_started,"According to TPC assessment the implementation is 10% i.e. it is STARTED.There were done a lot of work to develop the project planning and  the herders’ opinions were collected. A  lot of further works are expected to be done, so TPC assessed the inplementation progress as 10%  following the joint  review of the current implementation status.  Action plan has been developed and approved by TPC. "
43,,Support (training and micro loans) for SME businesses,"ЖДҮ-ийн бизнест дэмжлэг үзүүлэх (сургалт, жижиг зээл)",Collective Compensation,Нийтийн нөхөн олговор,Y,Y,Y,Y,Begin to implement Q4 2017,2017 оны 4-р улирлаас хэрэгжүүлж эхлэх,"As part of OT's commitment to ensure that herders indirectly impacted by the mine have access to collective compensation, OT agreed to establish several projects to provide other or increased income streams to herders. One of these projects includes conducting capacity building training on Small and Medium Enterprise businesses for herders and providing micro loans through KHAAN BANK of up to 30 million MNT.","Уурхайн нөлөөлөлд шууд бусаар өртсөн малчдыг нийтийн нөхөн олговорт хамруулах үүргийнхээ хүрээнд ОТ малчдад орлогын өөр эх үүсвэр бий болгох буюу тэдний орлогыг нэмэгдүүлэх хэд хэдэн төсөл гүйцэтгэхээр тохирсон. Эдгээр төслүүдийн нэг нь малчдад жижиг дунд бизнесийн сургалт явуулах, ХААН банкаар дамжуулан 30 сая төгрөг хүртэлх жижиг зээл олгох төсөл юм.",completed,"This commitment was COMPLETED and is in ongoing implementation. This commitment was merged with a broader project implemented by IFC, GIZ and the Gobi Oyu Fund. A budget of MNT 5.9 billion(USD 2.3M) was approved for the first 3 years of implementation. With this funding, a center was built at Dalanzadgad to provide these loans, and at least 4 Khanbogd residents received support, though it is not clear that these were herders. The TPC should continue to monitor this project, track and report on how many herders receive training, and how many herders receive loans. The TPC should also consider ways to reduce barriers to access for herders. The TPC has responded that it will do more to disseminate information to herders about the Khaan Bank loan program.","Энэ үүрэг амлалт БИЕЛСЭН, үргэлжлэн хэрэгжиж байгаа. Энэ үүрэг амлалтыг ОУСК, Германы Хамтын Ажиллагааны Нийгэмлэг, “Говийн Оюу” Сан хамтран хэрэгжүүлсэн өргөн хүрээ бүхий төсөлтэй нэгтгэсэн. Эхний 3 жилд 5.9 тэрбум төгрөгийн (2.3 сая ам.доллар) анхны санхүүжилт батлагдсан. Зээл олгох төвийг Даланзадгадад байгуулсан; Ханбогд сумын 4 хүн дэмжлэг авсан байна, гэхдээ эдгээр хүмүүс малчид эсэх нь тодорхойгүй. ГТЗ энэ төслийн хэрэгжилт, хичнээн малчин сургалтанд хамрагдсан, хэдэн малчин зээл авч байгаад хяналт тавьж, мэдээлж байх хэрэгтэй. Түүнчлэн ГТЗ малчид зээл авахад учрах хүндрэл саадыг багасгах арга замыг харгалзан үзэх хэрэгтэй. Хаан банкны зээлийн хөтөлбөрийн талаарх мэдээллийг малчдад түгээхийн тулд ГТЗ илүү ихийг хийх болно гэсэн хариу өгсөн болно.",completed,
44,,"Refer to KB Development Committee requests for road paving, clean water and sewage hook-ups","Зам тавих, цэвэр ус, бохирын шугамд холбогдох талаар Ханбогд сумын Хөгжлийн Хороонд хандах",Collective Compensation,Нийтийн нөхөн олговор,N,Partial,N,N,O4 2017,2017 оны 4 улирал,OT and the Khanbogd Government agreed to accept herders' requests to upgrade gravel roads to paved roads in the KB Soum center and to build infrastructure in KB Soum (including provision of clean water and sewage pipeline network installation) and refer them to the relevant government unit.,"Ханбогд сумын төвийн шороон замыг хучилттай болгох, дэд бүтэц барьж байгуулах (цэвэр усны хангамж, бохирын шугам хоолой суурилуулах зэргийг оролцуулан) талаар малчдын тавьсан хүсэлтийг ОТ, Ханбогд сумын засаг захиргаа хүлээн авч, холбогдох байгууллагад уламжилжээ.",delayed,"This commitment is DELAYED.  OT provided funding to build a water supply facility to meet the drinking water demand in Khanbogd Soum, which was commissioned in 2017. The Khanbogd Government is financing and implementing works to improve water and sewage connections and to pave the roads in the soum center, but these have yet to be completed.","Энэ үүрэг амлалтын хэрэгжилт ХОЦОРЧ байна. 2017 онд ашиглалтанд оруулсан Ханбогд сумын ундны усны хэрэгцээг хангах усан хангамжийн байгууламжийг барьж байгуулах санхүүжилтийг ОТ гаргасан. Ханбогд сумын засаг захиргаанаас сумын усны шугамыг сайжруулах, төвийн хатуу хучилттай замыг барьж байгуулах ажлыг төсөвлөн хэрэгжүүлж буй бөгөөд эдгээр ажил хараахан дуусаагүй байна.",delayed,OT side assesses the implementation of this commitment as IN PROGRESS. Urban planning master plan for Khanbogd is under re-development  with OT financing. This work will be completed in June 2020. A project to conduct water survey  and build a water supply facility to meet the dringking water demand in Khanbogs soum has been completed and it was commissioned in 2017. This work was funded by OT. Khanbogd soum government is providing the budget for and carrying out the works on improving soum water conduit and constructing a paved road in the center.
45,,Install a Unitel telecommunications antenna in Gaviluud Bagh,Юнителийн харилцаа холбооны антеннийг Гавилууд багт суурилуулах,Collective Compensation,Нийтийн нөхөн олговор,N,N,N,N,O4 2017,2017 оны 4 улирал,The Khanbogd Government agreed to install a Unitel telecommunication antenna in Gaviluud Bagh in order to increase cell signal coverage.,Ханбогд сумын засаг захиргаа үүрэн холбооны сүлжээг сайжруулахын тул Гавилууд багт Юнителийн антенн суурилуулахаар тохирсон.,not_started,"This commitment is  NOT STARTED. Unitel conducted a feasibility study for the antennae, and the Parties have identified that it will cost MNT 187,244,000 to install the antenna, but have not identified a source of funding. To date, OT has not offered funding for this commitment.","Энэ үүрэг амлалтын хэрэгжилт ЭХЛЭЭГҮЙ байна. Юнителийн антенны техник эдийн засгийн үндэслэлийг гаргасан, Талууд антенн суурилуулахад 187,244,000 төгрөгийн зардал гарна гэж тооцсон ч санхүүжилтийн эх үүсвэрийг тодорхойлоогүй. Өнөөг хүртэл ОТ энэ үүрэг амлалтыг хэрэгжүүлэх санхүүжилт санал болгоогүй л байна.",not_started,"TPC assessed this commitment as NOT STARTED. It is considered that OT has no commitment to provide financing for this work, therefore a working group was set up to develop an alternative financing proposal. "
46,,Present official apology letter to herders regarding Undai Diversion,Ундайн голын гольдролыг өөрчилсөнтэй холбогдуулан албан ёсоор уучлал гуйсан захидлыг малчдад гардуулах,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,N/A,Y,Y,20-Mar-15,2015 оны 3 сарын 20,"Around 2013, OT undertook major works to divert the Undai River, the only river with surface flows in the region. Herders filed a separate complaint with demands to stop this river diversion, explaining the importance of this water source for replenishing various other water sources, contributing to local pastures, and having historical and cultural significance as the river saved the lives of Chingis Khaan’s soldiers with its water.</p>
<p>Although the herders’ demands to stop the Undai River diversion were not met, OT agreed to present an official apology letter to local herders with regard to the Undai River diversion and to publicly publish the letter.","2013 онд ОТ энэ бүс нутгийн гадаргад ил урсдаг ганц гол болох Ундай голын гольдролыг өөрчлөх их ажил хийсэн. Орон нутгийн усны бусад эх үүсвэрийг тэтгэдэг, Чингис хааны цэргүүдийг ундаалан амийг нь аварч байсан түүхэн болон соёл заншлын чухал ач холбогдолтой энэ голын гольдролыг өөрчлөх ажлыг зогсоохыг малчид шаардан тусад нь гомдол гаргасан билээ. Голын гольдролыг өөрчлөхийг зогсоох малчдын хүсэлт талаар болсон хэдий ч ОТ Ундай голын гольдролыг өөрчилснийхөө төлөө нутгийн малчдаас албан ёсоор уучлалт гуйсан захидлыг ил тод нийтлүүлэхээр болсон. ",completed,"This commitment was COMPLETED in March 2015. OT published an apology <a href=""https://scorecard-static.s3-us-west-1.amazonaws.com/media/public2015.03.20+Official+Apology+Letter+to+Herders.pdf"">letter</a> which was attached as an annex to the Final Agreement.  This commitment was agreed to before the negotiation of the final agreement.   ","2015 оны 3 сард энэ үүрэг амлалт БИЕЛСЭН. ОТ уучлалт гуйсан <a href=""https://scorecard-static.s3-us-west-1.amazonaws.com/media/public2015.03.20+Official+Apology+Letter+to+Herders.pdf"">захидлыг</a>  нийтэлж, эцсийн гэрээнд хавсаргасан. Гэрээг эцэслэн байгуулахаас өмнө үүнийг тохирсон байсан. ",completed,
47,,Re-design waste rock dump to avoid touching the sacred Bor Ovoo area,ОТ-н хаягдал чулуулгын овоолгын зураг төслийг өөрчлөн боловсруулж Бор Овоог хөндөхгүй хэвээр үлдээх,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,Y,Y,Y,22-Sep-16,2016 оны 9 сарын 22,"As a result of OT's diversion of the Undai River, the Bor Ovoo Spring, a sacred site and important water source for herders, had to be relocated. OT agreed to rebuild the spring and to re-design and revise OT’s waste rock dump design drawings in order to avoid touching the local sacred hill of Bor Ovoo that is located inside the mine lease area.","ОТ Ундай голын гольдролыг өөрчилсний үр дагаварт малчдын усны чухал эх үүсвэр, ариун дагшин газар болох Бор Овоон задгайг зайлшгүй нүүлгэх болсон.  ОТ задгайг дахин байгуулж, өөрийн хаягдал чулуун овоолгыг уурхайн түрээсийн талбай дотор буй ариун дагшин Бор Овоонд хүргэхгүйн тулд зураг төслийг нь өөрчлөхөөр болсон. ",completed,This commitment was COMPLETED in September 2016. This commitment was agreed to before the negotiation of the final agreement.,Энэ үүрэг амлалт 2016 оны 9 сард БИЕЛСЭН. Үүнийг Гэрээг эцэслэн байгуулахаас өмнө тохирсон. ,completed,
48,,Vegetation plan for new Bor Ovoo Spring,Бор Овоогийн шинэ задгайг ургамалжуулах,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,Y,Y,Y,May 2016 - Agust 2018,2016 оны 5 сар – 2018 оны 8 сар,"As a result of OT's diversion of the Undai River, the Bor Ovoo Spring, a sacred site and important water source for herders, had to be relocated. OT agreed to rebuild the spring and to re-design and revise OT’s waste rock dump design drawings in order to avoid touching the local sacred hill of Bor Ovoo that is located inside the mine lease area.","ОТ Ундай голын гольдролыг өөрчилсний үр дагаварт малчдын усны чухал эх үүсвэр, ариун дагшин газар болох Бор Овоон задгайг зайлшгүй нүүлгэх болсон. ОТ нутгийн малчидтай зөвлөлдөн хиймэл “орлуулах задгай”-н шинэ байршлийг тогтоож, энэ газрыг хамтран ургамалжуулахаар тохирсон.",completed,This commitment was COMPLETED in September 2016. This commitment was agreed to before the negotiation of the final agreement.,"Энэ үүрэг амлалт 2019 оны 4 сард БИЕЛСЭН, хэрэгжилтийг үргэлжлүүлэх шаардлагатай. 2016 оны 3 сард “орлуулах задгай”-н байршлийг ОТ, малчид хамтдаа сонгож, ургамалжуулах төлөвлөгөөг боловсруулсан. Ургамлыг нь хамгаалах үүднээс тойруулан хашаа барьж, тухайн газарт суулгасан үрийн ургалтыг хянаж байна.",not_started,
49,,Information board about original Bor Ovoo Spring placed at new spring,Шинэ Задгайд Хуучин Бор Овоогийн Задгайн тухай мэдээлэл бүхий самбар байршуулах,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,Y,Y,Y,O3 2017,2017 оны 3-р улирал,"As part of its initiative to account for the herders’ loss of the Bor Ovoo Spring, OT agreed to erect an information board about the original Bor Ovoo Spring at the new location.",Бор Овоон задгайгаа алдсан малчдыг ойлгох санаачлагынхаа хүрээнд ОТ хуучин Бор Овоон Задгайн тухай мэдээлэл бүхий самбарыг шинэ байршилд суурилуулахаар тохирсон.,completed,This commitment was COMPLETED in November 2018 . A monument was erected to memorialize the original Bor Ovoo Spring.,Энэ үүрэг амлалт 2018 оны 11 сард БИЕЛСЭН. Өмнөх Бор Овоон задгайд дурсгалын хөшөө босгосон.,completed,
50,,Photo of original Bor Ovoo Spring placed in the Soum Museum,Бор Овоогийн Задгайн фото зургийг Сумын Музейд байрлуулах,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,N/A,Y,Y,20-Mar-15,2015 оны 3 сарын 20,OT presented an original Bor-Ovoo Spring photo to the Herders Representatives for exhibiting in the Soum Museum.,ОТ хуучин Бор Овоон задгайн зургийг сумын музейд тавиулахаар малчдын төлөөлөгчдөд гардуулсан.,completed,This commitment was COMPLETED in March of 2015. This commitment was agreed to before the negotiation of the final agreement.,Энэ үүрэг амлалт 2015 оны 3 сард БИЕЛСЭН. Үүнийг гэрээг эцэслэн шийдэхээс өмнө тохирсон.,completed,
51,,Gobi Grove-tree planting project implementation,“Говийн төгөл” төслийг хэрэгжүүлэх,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,Y,Y,Y,Complere by October 2019,2019 оны 10 сард дуусгах,"OT agreed to finance 88 million MNT to implement the ""Gobi Grove” project, a 3-year tree planting project in order to increase environmental green zone.","Байгаль орчны ногоон бүсийг тэлэх зорилготой, 3 жилийн хугацаанд хэрэгжих “Говийн Төгөл” төсөлд ОТ 88 сая төгрөгийн санхүүжилт гаргахаар тохирсон.",completed,"This commitment was COMPLETED in November of 2019. Over 10,000 trees were planted under the project.","2019 оны 11 сард БИЕЛСЭН. Төслийн хүрээнд 10,000 гаруй мод тарьсан.",delayed,
52,,Measures to release blocked Undai river flow at 3 locations within Mine License Area.,Уурхайн лицензит талбай доторх гурван хэсэг газарт Ундай голын урсгалыг чөлөөлж өгөх,Undai River diversion,Ундай голын гольдролын өөрчлөлт,Y,Y,Y,N,During rainy season ,Борооны улирлын үеэр,"To ensure the free flow of the diverted Undai River, OT agreed to take all feasible measures to reestablish flow in three areas inside the mine license area where the flow was obstructed: (1) the quarry area in the west side of the workers’ camp; (2) the road to the heating plant; and (3) the new channel area of the Undai River diversion.","Гольдролыг нь өөрчилсөн Ундай голын урсгалыг чөлөөлөхийн тулд ОТ бүх боломжит арга хэмжээг авч, уурхайн лицензит талбай дотор гурван газарт хаагдсан урсгалыг чөлөөлж өгөхөөр болсон: (1) ажилчдын кэмпийн баруун талын карьер орчим, (2) уурын зуух руу явсан зам, (3) Ундай голын шинэ сувгийн ойр орчим.",in_progress,"This commitment is IN PROGRESS. OT completed measures to improve flow in 2017, but these measures proved ineffective during the rainy season. The TPC undertook additional measures, including: 1) rehabilitated old sand quarry on Undai riverbed in the west Oyut camp; 2) installed additional culverts under the road sections that pass over Undai river, and 3) built a dam on the northern Undai river to allow the free flow of water through the culverts. There has not been another significant rain season to test whether these measures are adequate.","Энэ үүрэг амлалт ХЭРЭГЖИЖ байгаа. ОТ 2017 онд урсгал чөлөөлөх арга хэмжээ авч дууссан, гэвч борооны улиралд эдгээр арга хэмжээ үр дүнгүй болох нь харагдсан. ГТЗ-өөс дараах нэмэлт арга хэмжээ авчээ: (1) Оюут кэмпийн баруун талд Ундай голын сайрт байсан элсний хуучин карьерыг нөхөн сэргээсэн, (2) Ундай голын дээгүүр гарч буй замын хэсгүүдэд ус зайлуулах хоолой нэмж суурилуулсан, (3) ус зайлуулах хоолойн урсгалыг чөлөөтэй байлгахын тулд Ундай голын хойд биед далан барьсан. Эдгээр арга хэмжээ үр дүнтэй эсэхийг шалгах хэмжээний бороо хур ороогүй байна.",in_progress,"An engineering facility was erected  in order to ensure the integrity of Undai river flow. This work has been  assessed as COMPLETED at the TPC meeting in September 2017 basing on the findings of a joint inspection conducted by TPC members and an international expert in August 2017. In June 2019, a TPC working group had conducted an inspection inside OT mine site and confirmed the effectiveness of completed works."
